clave_municipio,entidad,mpio,gdp_tourism,gdp_toursim_ss,numero_hospitales,poblacion_2022,popnoafmed2015,gini2015,popden2020,crimen_2018,crimen_2019,inclusion_fin_2019,porcentaje_pob_pobreza,porcentaje_pob_servicios_salud,pob_6-14_no_edu,rezago_social,grado_rs
7105,Chiapas,Union Juarez,,,7,16780,19.277,0.455,222.333,19.58,0,0,69.99,41.75,6.41,-0.14,Bajo
7106,Chiapas,Venustiano Carranza,,,30,70992,14.155,0.457,48.203,5.89,4.37,0.41,85.32,53.05,9.95,0.54,Medio
7107,Chiapas,Villa Corzo,,,33,85784,15.123,0.406,16.301,4.41,2.91,0.2,81.73,51.25,11.11,0.23,Medio
7108,Chiapas,Villaflores,,,94,115691,15.29,0.417,88.909,6.42,15.45,0.89,69.52,54.7,8.5,-0.25,Bajo
7109,Chiapas,Yajalon,,,44,41655,17.014,0.562,369.587,21.09,23.45,1.12,90.4,19.55,16.79,1.29,Alto
7110,Chiapas,San Lucas,,,3,7896,5.235,0.379,48.87,0,12.99,0,87.77,15.02,7.45,0.67,Medio
7111,Chiapas,Zinacantan,,,5,44824,16.436,0.4,265.339,4.72,4.65,0,96.85,16.96,22.33,2.29,Muy alto
7112,Chiapas,San Juan Cancuc,,,8,37811,12.142,0.39,234.247,3.07,0,0,99.26,16.66,13.54,2.95,Muy alto
7113,Chiapas,Aldama,,,2,7152,12.649,0.421,314.074,93.91,37.11,0,98.95,13.93,13.27,1.69,Alto
7114,Chiapas,Benemerito de las Americas,,,7,21603,21.993,0.415,24.109,60.76,94.94,0.74,75.85,32.51,13.58,0.41,Medio
7115,Chiapas,Maravilla Tenejapa,,,4,13755,10.691,0.411,35.8,8.01,7.91,0,95.36,13.32,17.48,1.65,Alto
7116,Chiapas,Marques de Comillas,,,3,12226,15.598,0.376,13.818,26.55,52.39,0,77.16,12.5,12.86,0.85,Medio
7117,Chiapas,Montecristo de Guerrero,,,1,8367,8.565,0.383,44.274,0,12.95,0,92.53,11.43,8.34,0.64,Medio
7118,Chiapas,San Andres Duraznal,,,1,5845,26.535,0.396,201.567,17.16,67.5,0,98.52,15.74,23.64,1.69,Alto
7119,Chiapas,Santiago el Pinar,,,1,3975,2.144,0.371,275.5,0,0,0,97.29,6.93,7.4,1.87,Muy alto
8001,Chihuahua,Ahumada,17454664740,0.362584467,8,12953,9.357,0.357,0.854,49.13,8.13,0,37.88,7.49,12.43,-0.82,Muy bajo
8002,Chihuahua,Aldama,15901961305,0.330330273,15,26197,6.845,0.364,2.648,34.94,73.1,1.06,25.38,7.58,6.39,-1.17,Muy bajo
8003,Chihuahua,Allende,2618618472,0.054396369,5,9453,16.501,0.4,3.434,11.02,21.97,0,21.27,12.84,6.92,-0.98,Muy bajo
8004,Chihuahua,Aquiles Serdan,1889738102,0.039255391,9,19050,6.619,0.323,37.389,105.99,39.13,0,30.07,8.49,8.39,-1.17,Muy bajo
8005,Chihuahua,Ascension,1627743100,0.033812988,27,26409,20.488,0.393,2.372,11.2,0,1.57,43.51,34.8,14.45,-0.68,Bajo
8006,Chihuahua,Bachiniva,1410551648,0.029301286,2,6729,8.658,0.368,3.432,30.81,46.08,0,12.19,9.1,7.81,-0.59,Bajo
8007,Chihuahua,Balleza,1366643934,0.028389194,5,17825,26.236,0.496,2.324,60.44,74.79,0,64.34,14.25,26.91,3.33,Muy alto
8008,Chihuahua,Batopilas,961950462.7,0.019982526,2,12939,13.952,0.476,5.459,37.31,6.15,0,92.21,12.92,34.07,6.83,Muy alto
8009,Chihuahua,Bocoyna,683303123.1,0.014194206,17,29835,15.422,0.453,8.334,80.96,122.01,0.89,56.51,5.05,8.92,0.92,Medio
8010,Chihuahua,Buenaventura,586070154.1,0.012174392,20,25001,10.62,0.375,2.813,15.88,3.94,2.18,46.8,22.37,12.75,-0.81,Muy bajo
8011,Chihuahua,Camargo,563384526.2,0.011703145,43,55255,8.262,0.362,3.081,24.16,25.83,1.99,27.19,12.37,8.48,-1.15,Muy bajo
8012,Chihuahua,Carichi,476412803.8,0.009896488,2,10083,10.62,0.375,2.916,72.57,30.84,0,55.32,20.56,38.56,3.49,Muy alto
8013,Chihuahua,Casas Grandes,460043873.6,0.009556458,3,12143,11.284,0.379,3.177,38.91,38.55,0,32.7,28,5.83,-0.85,Muy bajo
8014,Chihuahua,Coronado,371349997.5,0.007714026,2,2364,7.729,0.347,1.158,0,0,0,23.47,10.15,6.76,-0.87,Muy bajo
8015,Chihuahua,Coyame del Sotol,303051850.9,0.006295274,1,1819,13.836,0.364,0.156,0,0,0,24.06,4.49,14.1,-0.46,Bajo
8016,Chihuahua,La Cruz,266340050.3,0.005532662,1,4226,10.282,0.375,3.576,43.48,21.58,0,15.21,9.4,8,-1,Muy bajo
8017,Chihuahua,Cuauhtemoc,207555073,0.004311526,171,181552,12.35,0.37,59.836,51.66,70.15,2.11,24.72,10.1,7.5,-1.09,Muy bajo
8019,Chihuahua,Chihuahua,203793091.6,0.004233379,1105,949395,8.259,0.381,101.708,39.84,40.34,2.02,15.68,13.07,4.4,-1.39,Muy bajo
8020,Chihuahua,Chinipas,171965310.1,0.003572223,4,8541,13.145,0.465,2.73,10.27,50.81,0,52.32,9.88,5.94,1.9,Muy alto
8021,Chihuahua,Delicias,89606544.44,0.00186139,177,160245,10.38,0.361,448.736,16.54,13.25,2.22,21.81,15.76,5.18,-1.28,Muy bajo
8022,Chihuahua,Dr. Belisario Dominguez,76838188.41,0.001596154,1,2770,8.952,0.366,3.86,31.59,158.44,0,38.15,7.32,15.87,-0.38,Bajo
8023,Chihuahua,Galeana,72971018.54,0.001515822,1,7056,23.086,0.376,4.353,12.22,0,0,32.3,31.18,15.65,-0.6,Bajo
8024,Chihuahua,Santa Isabel,52633327.9,0.001093348,3,4293,10.62,0.375,3.642,23.26,23.15,0,20.94,10.26,9.09,-0.86,Muy bajo
8025,Chihuahua,Gomez Farias,42727437.89,0.000887574,6,9599,2.751,0.376,7.118,100.91,20.05,0,31.78,2.65,4.79,-0.92,Muy bajo
8026,Chihuahua,Gran Morelos,38112788.26,0.000791714,1,2787,6.691,0.378,5.771,0,0,0,23.19,6.79,4.32,-0.73,Muy bajo
8027,Chihuahua,Guachochi,32575056.41,0.000676679,29,49926,13.725,0.509,11.561,55.1,73.82,0.51,63.74,19.66,13.79,2.94,Muy alto
8028,Chihuahua,Guadalupe,29329752.74,0.000609265,6,5080,11.305,0.357,0.683,70.05,87.46,0,19.71,6,5.27,-0.92,Muy bajo
8029,Chihuahua,Guadalupe y Calvo,25383783.96,0.000527295,14,58658,17.365,0.511,5.512,61.11,78.89,0,75.84,13.86,14.22,3.26,Muy alto
8030,Chihuahua,Guazapares,16049542.62,0.000333396,6,8603,6.394,0.441,3.82,48.46,28.77,0,66.63,17.78,10.99,1.86,Muy alto
8031,Chihuahua,Guerrero,16049542.62,0.000333396,29,42409,9.991,0.39,6.33,38.52,44.99,1.21,42.44,11.92,7.47,-0.39,Bajo
8032,Chihuahua,Hidalgo del Parral,15324316.16,0.000318331,122,117624,8.228,0.381,66.622,25.98,20.78,2.03,31.17,13.15,3.76,-1.24,Muy bajo
8033,Chihuahua,Huejotitan,14579477.81,0.000302858,1,1070,5.147,0.405,1.796,176.35,87.89,0,37.23,5.87,11.86,-0.51,Bajo
8034,Chihuahua,Ignacio Zaragoza,14102102.2,0.000292942,4,7488,4.679,0.377,2.438,119.37,66.04,0,27.55,6.28,5.76,-0.81,Muy bajo
8035,Chihuahua,Janos,12722660.18,0.000264287,4,11778,14.808,0.387,1.588,36.41,0,0,35.12,18.38,27.37,-0.3,Bajo
8036,Chihuahua,Jimenez,8461261.319,0.000175765,35,45709,5.259,0.382,3.69,28.82,15.4,1.51,38.03,14.4,5.98,-1.1,Muy bajo
8037,Chihuahua,Juarez,8226226.282,0.000170883,1023,1464930,14.725,0.358,311.601,74.62,91.57,1.32,23.7,21.45,5.96,-1.27,Muy bajo
8038,Chihuahua,Julimes,7991191.245,0.000166,8,4913,10.342,0.374,1.8,18.1,18.02,2.38,21.64,3.81,9.47,-0.82,Muy bajo
8039,Chihuahua,Lopez,6759083.688,0.000140406,4,4342,5.89,0.386,3.13,93.04,69.61,0,21.04,3.72,9.83,-0.83,Muy bajo
8040,Chihuahua,Madera,5640840.879,0.000117177,23,30936,5.398,0.379,3.082,81.81,107.42,0.88,42.68,13.16,7.22,-0.63,Bajo
8041,Chihuahua,Maguarichi,4230630.659,8.79E-05,5,1731,12.429,0.426,1.389,50.85,353.62,0,75.86,4.17,10.81,3.29,Muy alto
8042,Chihuahua,Manuel Benavides,4230630.659,8.79E-05,1,1562,12.117,0.375,0.369,0,0,0,22.51,6.27,13.45,-0.28,Bajo
8043,Chihuahua,Matachi,3290490.513,6.84E-05,3,3306,6.856,0.39,3.071,0,0,0,29.09,12.24,11.51,-0.66,Bajo
8044,Chihuahua,Matamoros,3290490.513,6.84E-05,4,4847,6.314,0.354,3.786,20.34,0,0,29.02,6.87,6.03,-0.86,Muy bajo
8045,Chihuahua,Meoqui,2585385.403,5.37E-05,31,48242,10.172,0.359,121.224,16.35,12.17,1.93,30.83,20.59,8.89,-1.02,Muy bajo
8046,Chihuahua,Morelos,2350350.366,4.88E-05,2,8309,25.33,0.46,5.435,40.83,10.09,0,77.26,30.34,13.74,3.41,Muy alto
8047,Chihuahua,Moris,1880280.293,3.91E-05,2,5520,10.698,0.42,2.003,173.38,51.66,0,61.5,36.7,7,0.48,Medio
8048,Chihuahua,Namiquipa,1880280.293,3.91E-05,19,25596,10.733,0.379,5.391,46.25,15.33,0.51,17.56,20.19,9.09,-0.86,Muy bajo
8049,Chihuahua,Nonoava,1645245.256,3.42E-05,7,2831,5.439,0.421,1.024,0,32.89,0,42.91,9.71,9.92,0.51,Medio
8050,Chihuahua,Nuevo Casas Grandes,1175175.183,2.44E-05,92,67320,11.266,0.359,31.737,32.47,24.86,2,29.15,22.42,5.41,-1.24,Muy bajo
8051,Chihuahua,Ocampo,1175175.183,2.44E-05,2,7989,23.028,0.39,3.989,88.36,43.69,0,40.25,19.61,3.91,0.24,Medio
8052,Chihuahua,Ojinaga,622259.5356,1.29E-05,21,29996,17.892,0.367,2.582,28.28,3.11,2.56,29.04,13.53,9.62,-1.04,Muy bajo
8053,Chihuahua,Praxedis G. Guerrero,,,6,5140,9.934,0.377,6.318,52.01,104.34,0,13.77,11.55,11.44,-0.73,Muy bajo
8054,Chihuahua,Riva Palacio,,,2,8290,13,0.399,3.184,0,11.4,0,9.87,10.66,25.32,-0.36,Bajo
8055,Chihuahua,Rosales,,,7,18394,10.363,0.341,9.773,16.16,37.44,0.72,26.85,16.14,5.11,-1.01,Muy bajo
8056,Chihuahua,Rosario,,,1,2182,13.627,0.409,1.164,0,0,0,33.08,16.17,7.23,-0.47,Bajo
8057,Chihuahua,San Francisco de Borja,,,4,2445,6.554,0.385,1.953,0,41.96,0,28.93,6.51,13.65,-0.13,Bajo
8058,Chihuahua,San Francisco de Conchos,,,1,2830,3.035,0.362,2.306,29.92,0,0,13.33,4.59,12.93,-0.9,Muy bajo
8059,Chihuahua,San Francisco del Oro,,,7,5502,5.21,0.363,7.195,0,39.45,0,24.51,2.46,4.6,-1.01,Muy bajo
8060,Chihuahua,Santa Barbara,,,12,11572,4.496,0.349,27.303,17.46,0,1.16,26.85,6.92,4.3,-1.06,Muy bajo
8061,Chihuahua,Satevo,,,3,3381,6.141,0.352,1.562,0,53.49,0,32.73,7.79,10.93,-0.54,Bajo
8062,Chihuahua,Saucillo,,,12,34050,9.54,0.354,14.111,2.68,0,1.07,20.64,15.47,6.57,-1.1,Muy bajo
8063,Chihuahua,Temosachic,,,3,7001,10.62,0.375,0.992,45.82,30.46,0,31.88,6.84,10.71,0.19,Medio
8064,Chihuahua,El Tule,,,3,1830,6.777,0.402,3.537,0,0,0,38.19,17.41,14.36,-0.34,Bajo
8065,Chihuahua,Urique,,,5,22257,10.62,0.375,4.294,26.8,79.63,0,59.39,17.81,17.52,3.89,Muy alto
8066,Chihuahua,Uruachi,,,6,6630,5.267,0.466,2.129,21.97,10.88,0,79.28,16.03,11.68,3.18,Muy alto
8067,Chihuahua,Valle de Zaragoza,,,3,5651,8.117,0.415,1.146,102.14,67.8,0,31.22,9.6,6.3,-0.69,Bajo
9002,Ciudad de México,Azcapotzalco,1.64E+11,0.447939026,355,408441,15.885,0.365,4526.846,12.23,13.29,2.43,24.19,20.74,5.51,-1.39,Muy bajo
9003,Ciudad de México,Coyoacan,60262533209,0.16467007,649,621952,22.187,0.389,18434.102,8.77,7.48,2.79,27.08,22.82,5.03,-1.45,Muy bajo
9004,Ciudad de México,Cuajimalpa de Morelos,30357503395,0.082953237,312,199809,20.214,0.44,8195.83,7.26,5.7,4.5,32.48,21.91,6.15,-1.28,Muy bajo
9005,Ciudad de México,Gustavo A. Madero,23881725424,0.065257884,1141,1176967,20.85,0.382,21843.797,21.94,18.29,1.47,33.78,24.36,4.94,-1.3,Muy bajo
9006,Ciudad de México,Iztacalco,23509579010,0.064240977,326,393821,21.702,0.362,5754.886,14.55,11.91,1.72,25.2,25.42,4.31,-1.39,Muy bajo
9007,Ciudad de México,Iztapalapa,13335006236,0.036438502,1249,1815551,24.428,0.384,56489.74,16.58,16.04,1.26,43.89,31.79,5.44,-1.24,Muy bajo
9008,Ciudad de México,La Magdalena Contreras,11926513037,0.032589731,370,245147,20.574,0.398,2842.75,9.12,12.87,1.11,42.5,29.23,4.72,-1.26,Muy bajo
9009,Ciudad de México,Milpa Alta,9701469503,0.0265097,143,139371,19.364,0.404,6618.478,9.43,10.13,0.67,54.69,34.36,4.2,-0.85,Muy bajo
9010,Ciudad de México,Alvaro Obregon,8475460878,0.023159576,633,755537,20.464,0.381,6730.525,13.58,15.39,3.18,37.69,25.83,5.84,-1.32,Muy bajo
9011,Ciudad de México,Tlahuac,6697445480,0.01830107,298,366586,16.717,0.399,6211.927,12.57,15.3,0.78,42.41,26.01,4.96,-1.18,Muy bajo
9012,Ciudad de México,Tlalpan,4990195250,0.013635932,854,682234,24.083,0.441,15180.738,10.64,12.9,1.75,39.7,30.01,4.5,-1.27,Muy bajo
9013,Ciudad de México,Xochimilco,3401180425,0.009293878,327,418060,23.693,0.421,1542.78,16.36,8.92,0.68,48.19,31.42,4.72,-1.08,Muy bajo
9014,Ciudad de México,Benito Juarez,2640576700,0.007215494,904,433708,18.3,0.336,5082.082,6.36,3.84,6.19,7.88,19.69,5.92,-1.55,Muy bajo
9015,Ciudad de México,Cuauhtemoc,1894742368,0.005177468,1885,548606,24.408,0.372,1761.304,26.11,21.28,6.54,20.89,25.62,6.2,-1.41,Muy bajo
9016,Ciudad de México,Miguel Hidalgo,942009761.5,0.002574084,892,379624,17.872,0.361,12349.398,12.46,7.45,7.13,13.47,19.67,5.49,-1.42,Muy bajo
9017,Ciudad de México,Venustiano Carranza,15872629.32,4.34E-05,373,433231,19.089,0.37,3777.159,18.84,18.2,2.67,29.99,27.94,5.77,-1.36,Muy bajo
10001,Durango,Canatlan,6341890269,0.735851512,19,34749,13.594,0.441,6.712,17.45,5.78,1.17,43.22,21.57,3.1,-0.89,Muy bajo
10002,Durango,Canelas,727116247.3,0.084367526,5,4816,17.959,0.382,6.323,68.67,22.71,0,67.42,17.5,9.26,0.68,Medio
10003,Durango,Coneto de Comonfort,306756006.9,0.035592995,3,4649,7.358,0.395,3.082,20.46,60.89,0,64.89,15.74,5.08,-0.59,Bajo
10004,Durango,Cuencame,223272750.9,0.025906407,19,37479,15.197,0.391,7.286,10.93,0,0.74,35.63,26.59,4.24,-0.91,Muy bajo
10005,Durango,Durango,128179217.3,0.014872675,653,695597,15.137,0.41,68.584,7.87,8.1,1.27,32.1,23.09,3.92,-1.25,Muy bajo
10006,Durango,General Simon Bolivar,111826046.7,0.012975211,5,10812,14.273,0.359,3.348,33.87,8.4,0,40.15,24.17,3.84,-0.51,Bajo
10007,Durango,Gomez Palacio,106239066.2,0.012326952,272,369760,17.638,0.393,376.439,8.78,8.43,1.22,28.87,19.96,5.69,-1.2,Muy bajo
10008,Durango,Guadalupe Victoria,98339168.92,0.011410325,36,37792,22.634,0.408,47.836,5.36,7.98,1.79,45.87,43.28,6.83,-1.08,Muy bajo
10009,Durango,Guanacevi,90655843.99,0.010518826,7,10512,31.763,0.476,1.882,9.4,9.35,0,53.22,30.41,12.06,0.42,Medio
10010,Durango,Hidalgo,76497414.5,0.008876019,3,4165,15.294,0.394,0.765,0,66.85,0,39.97,14.03,5.16,-0.91,Muy bajo
10011,Durango,Inde,67807805.11,0.007867761,2,5392,16.501,0.394,2.003,0,17.49,2.31,44.96,23.42,6.72,-0.68,Bajo
10012,Durango,Lerdo,67178923.17,0.007794791,75,164763,15.926,0.398,87.389,3.81,8.17,0.43,29.51,22.01,6.53,-1.12,Muy bajo
10013,Durango,Mapimi,61618506.38,0.007149615,23,28301,15.497,0.372,3.779,0,14.27,0,36.44,21.51,7.54,-0.75,Muy bajo
10014,Durango,Mezquital,26084445.59,0.003026586,5,40593,30.073,0.471,6.751,29.83,26.82,0,91.1,23.05,8.66,5.16,Muy alto
10015,Durango,Nazas,23718335.46,0.002752046,7,13877,12.387,0.395,5.344,0,7.59,1.03,47.82,16.73,7.88,-0.81,Muy bajo
10016,Durango,Nombre de Dios,23692659.75,0.002749067,8,20881,17.726,0.402,12.893,0,14.9,0.67,42.38,24.72,5.1,-0.86,Muy bajo
10017,Durango,Ocampo,19078337.32,0.002213665,9,10333,17.372,0.442,2.495,19.52,0,0,46.31,11.43,3.08,-0.71,Bajo
10018,Durango,El Oro,16358908.55,0.001898129,10,12281,16.197,0.452,3.002,16.3,8.11,1.07,37.08,18.98,5.8,-0.94,Muy bajo
10019,Durango,Otaez,13902658.91,0.00161313,4,5513,26.221,0.399,5.432,67.52,66.77,0,79.98,21.42,7.02,0.79,Medio
10020,Durango,Panuco de Coronado,11462938.97,0.001330048,10,12907,12.815,0.413,11.941,7.94,7.9,0,50.59,34.06,4.57,-1.04,Muy bajo
10021,Durango,PeÃ±on Blanco,11122127.13,0.001290504,9,11538,11.344,0.403,6.085,0,0,0,52.99,23.31,7.72,-0.76,Muy bajo
10022,Durango,Poanas,9679553.816,0.001123122,17,26935,15.851,0.406,13.918,3.68,0,0.5,50.08,26.65,4.63,-0.91,Muy bajo
10023,Durango,Pueblo Nuevo,9197143.585,0.001067147,24,53006,14.267,0.453,8.298,31.75,31.41,0.53,54.95,19.47,6.17,0.39,Medio
10024,Durango,Rodeo,8355701.633,0.000969515,10,14407,9.754,0.426,6.91,13.91,6.9,0.94,46.63,30.56,2.81,-0.98,Muy bajo
10025,Durango,San Bernardo,6416611.804,0.000744521,3,3459,14.009,0.433,1.365,30.14,30.19,0,44.08,11.28,12.8,-0.32,Bajo
10026,Durango,San Dimas,5724971.895,0.00066427,4,20114,10.674,0.45,3.084,4.72,32.69,0,61.21,19.88,6.67,0.14,Medio
10027,Durango,San Juan de Guadalupe,5561063.563,0.000645252,6,5917,21.513,0.419,2.241,0,0,0,59.43,18.93,3.22,-0.27,Bajo
10028,Durango,San Juan del Rio,3636080.022,0.000421896,10,13310,9.932,0.44,9.262,7.54,0,1.03,53.95,15.19,5.75,-0.86,Muy bajo
10029,Durango,San Luis del Cordero,3422192.962,0.000397078,2,2258,14.107,0.379,3.867,0,41.96,0,53.55,16.73,8.41,-0.77,Muy bajo
10030,Durango,San Pedro del Gallo,3208305.902,0.000372261,3,1631,14.953,0.365,0.813,0,0,0,50.17,24.1,6.41,-0.76,Muy bajo
10031,Durango,Santa Clara,3208305.902,0.000372261,5,7509,13.429,0.398,6.699,0,0,0,59.71,18.01,1.57,-0.92,Muy bajo
10032,Durango,Santiago Papasquiaro,2138870.601,0.000248174,42,51125,14.517,0.432,6.798,11.98,17.8,1.64,42.88,22.07,4.76,-0.67,Bajo
10033,Durango,Suchil,1629126.54,0.000189028,1,6766,13.495,0.428,8.406,0,0,0,61.46,33.02,3.94,-0.39,Bajo
10034,Durango,Tamazula,1425485.722,0.0001654,5,27368,17.226,0.411,5.069,31.96,38.69,0.5,74.42,12.72,7.15,1.42,Alto
10035,Durango,Tepehuanes,1425485.722,0.0001654,11,11545,11.736,0.465,1.777,64.92,0,1.25,58.92,13.52,8.09,0.04,Bajo
10036,Durango,Tlahualilo,610922.4523,7.09E-05,7,24946,14.392,0.377,5.699,4.03,16.01,0,32.29,21.69,4.13,-0.9,Muy bajo
10037,Durango,Topia,,,5,9849,22.639,0.369,5.761,0,10.46,0,75.28,29.52,8.04,0.39,Medio
10038,Durango,Vicente Guerrero,,,32,23279,34.23,0.397,54.305,4.39,13.08,3.57,44.74,49.33,4.86,-1.18,Muy bajo
10039,Durango,Nuevo Ideal,,,29,28862,20.694,0.444,13.723,10.5,13.88,1.44,43.59,24.7,13.7,-0.8,Muy bajo
11001,Guanajuato,Abasolo,44793777752,0.315920187,52,95581,13.094,0.381,152.959,76.89,115.23,0.77,47.78,24.46,6.99,-0.54,Bajo
11002,Guanajuato,Acambaro,26187933102,0.184697454,181,118967,10.076,0.427,125.275,70.3,133.98,1.18,51.91,20.39,6.11,-0.84,Muy bajo
11003,Guanajuato,San Miguel de Allende,18122073624,0.127810807,146,183034,11.774,0.429,113.594,19.25,58.95,1.98,43.47,19.92,7.64,-0.61,Bajo
11004,Guanajuato,Apaseo el Alto,15288263619,0.107824598,61,72209,13.385,0.37,167.961,119.29,156.97,0.6,50.74,26.5,5.47,-0.7,Bajo
11005,Guanajuato,Apaseo el Grande,9208800089,0.064947544,59,99036,15.223,0.391,283.878,83.98,82.27,0.59,41.16,26.09,6.45,-0.74,Muy bajo
11006,Guanajuato,Atarjea,9103755711,0.06420669,1,5559,3.978,0.411,16.877,0,33.7,0,68.78,9.31,4.22,0.82,Medio
11007,Guanajuato,Celaya,6095126880,0.042987525,760,530820,20.011,0.407,942.133,59.12,60.86,1.79,40.5,30.92,6.14,-1.12,Muy bajo
11008,Guanajuato,Manuel Doblado,2122195207,0.014967354,32,40608,9.953,0.39,50.887,15.25,25.29,0.7,50.16,25.33,8.16,-0.49,Bajo
11009,Guanajuato,Comonfort,1658342868,0.01169591,46,87191,12.224,0.397,169.204,40.31,18.81,0.67,52.05,18.73,5.73,-0.21,Bajo
11010,Guanajuato,Coroneo,1113033214,0.007849967,10,12998,6.878,0.379,90.179,40.95,24.45,0,52.44,16.03,5.43,-0.6,Bajo
11011,Guanajuato,Cortazar,985557321.2,0.006950909,87,101319,15.151,0.385,295.142,114.93,37.38,0.88,40.33,27.61,6.41,-0.88,Muy bajo
11012,Guanajuato,Cueramaro,904707786.9,0.006380695,35,29959,15.463,0.386,121.079,87.61,53.58,1.38,51.83,25.47,7.14,-0.64,Bajo
11013,Guanajuato,Doctor Mora,903463962.9,0.006371923,21,25606,6.829,0.367,117.096,4,11.91,0,39.37,23.2,4.84,-0.55,Bajo
11014,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,721709858.8,0.005090053,94,160771,14.832,0.398,98.437,36.39,23.03,0.98,53.06,37.78,7.53,-0.43,Bajo
11015,Guanajuato,Guanajuato,534557335.2,0.00377011,155,198035,8.262,0.408,195.136,19.73,28.59,1.75,33.43,18.99,5.53,-1.03,Muy bajo
11016,Guanajuato,Huanimaro,532096029.6,0.003752751,14,22612,5.777,0.378,161.814,75.08,112.02,1.28,49.42,13.35,5.85,-0.67,Bajo
11017,Guanajuato,Irapuato,459853041,0.003243237,654,610700,17.255,0.428,701.587,84.02,91.63,1.46,35.51,25.12,7.45,-1.04,Muy bajo
11018,Guanajuato,Jaral del Progreso,385677572.4,0.002720095,44,41154,8.037,0.37,222.412,87.78,64.84,1.36,54.97,15.96,6.31,-0.84,Muy bajo
11019,Guanajuato,Jerecuaro,332684155,0.002346345,30,51332,7.981,0.39,56.446,52.94,36.27,1.28,58.68,13.64,7.81,-0.25,Bajo
11020,Guanajuato,Leon,317160190.9,0.002236858,1850,1679610,16.686,0.393,1411.214,25.93,35.88,1.79,45.89,26.72,7.64,-1.05,Muy bajo
11021,Guanajuato,Moroleon,233656474.2,0.001647925,115,54378,21.69,0.398,301.083,42.72,27.09,1.55,46.88,17.36,9.1,-0.92,Muy bajo
11022,Guanajuato,Ocampo,230572383.5,0.001626174,14,24758,9.546,0.393,25.879,0,28.68,0,51.3,21.51,7.97,-0.36,Bajo
11023,Guanajuato,Penjamo,207273202.5,0.00146185,120,159968,15.112,0.414,99.664,84.76,74.28,0.95,51.08,21.22,6.65,-0.46,Bajo
11024,Guanajuato,Pueblo Nuevo,193700435.3,0.001366125,20,12620,12.357,0.377,204.839,82.02,73.41,1.12,43.29,22.36,8.46,-0.7,Bajo
11025,Guanajuato,Purisima del Rincon,192717609.1,0.001359193,24,86012,14.363,0.342,290.674,44.55,40.34,0.36,42.86,23.87,10.87,-0.72,Muy bajo
11026,Guanajuato,Romita,190909402.6,0.00134644,38,62603,7.963,0.379,148.758,34.3,29.2,1.13,49.91,12.83,7.18,-0.58,Bajo
11027,Guanajuato,Salamanca,101717178.4,0.000717388,229,293293,14.682,0.421,366.53,125,143.73,1.48,37.08,21.05,5.6,-1.06,Muy bajo
11028,Guanajuato,Salvatierra,88016562.78,0.000620761,124,106978,14.537,0.422,161.779,164.31,111.17,0.94,50.97,21.62,6.11,-0.73,Muy bajo
11029,Guanajuato,San Diego de la Union,87828672.04,0.000619435,23,41588,7.878,0.38,41.462,17.79,7.57,1.07,39.65,19.9,5.71,-0.14,Bajo
11030,Guanajuato,San Felipe,85382003.34,0.00060218,56,118417,9.828,0.397,40.337,11.32,24.19,0.49,51.91,22.26,5.94,-0.25,Bajo
11031,Guanajuato,San Francisco del Rincon,69928543.92,0.00049319,108,125904,21.177,0.375,314.798,23.82,70.96,2.39,47.3,27.42,10.17,-0.75,Muy bajo
11032,Guanajuato,San Jose Iturbide,64593084.75,0.00045556,64,83562,11.264,0.374,167.677,18.25,24.11,1.2,24.24,28.18,4.43,-0.93,Muy bajo
11033,Guanajuato,San Luis de la Paz,59086762.77,0.000416725,101,127678,15.53,0.394,63.314,25.22,59.35,1.01,51.13,28.44,5.76,-0.4,Bajo
11034,Guanajuato,Santa Catarina,54390052.84,0.000383601,8,5584,4.657,0.394,29.55,0,0,0,47.18,6.8,4.4,0,Bajo
11035,Guanajuato,Santa Cruz de Juventino Rosas,42995556.93,0.000303238,53,88644,18.011,0.418,193.905,31.34,24.2,0.81,60.19,29.43,8.43,-0.59,Bajo
11036,Guanajuato,Santiago Maravatio,31142053.88,0.000219638,11,7327,9.13,0.401,73.756,276.05,231.9,0,53.94,9.87,4.98,-0.74,Muy bajo
11037,Guanajuato,Silao de la Victoria,18928763.99,0.0001335,127,201020,10.12,0.403,383.049,85.86,85.65,1.61,43.28,14.08,5.97,-0.78,Muy bajo
11038,Guanajuato,Tarandacuao,18433771.13,0.000130009,20,12978,11.031,0.399,96.294,31.92,47.65,1.08,50.81,24.7,7.47,-0.75,Muy bajo
11039,Guanajuato,Tarimoro,12926960.77,9.12E-05,37,36574,8.604,0.374,108.586,138.44,132.57,0.72,49.95,12.99,5.77,-0.63,Bajo
11040,Guanajuato,Tierra Blanca,9778715.621,6.90E-05,13,20238,7.479,0.398,51.084,20.3,15.1,0,54.05,26.22,3.79,0.33,Medio
11041,Guanajuato,Uriangato,7386834.728,5.21E-05,72,67184,18.685,0.39,540.369,43.55,27.82,1.46,55.33,27,8.14,-0.83,Muy bajo
11042,Guanajuato,Valle de Santiago,5078448.875,3.58E-05,137,153094,15.398,0.409,183.998,66.97,116.05,0.81,47,24.06,8.35,-0.68,Bajo
11043,Guanajuato,Victoria,5078448.875,3.58E-05,13,21521,6.228,0.413,20.386,14.78,4.9,0,49.63,18.43,3.36,0.09,Bajo
